date,X0,X1,X2
2014_04,-0.875486381322949,-1.5488867376573,-0.485908649173955
2014_05,-0.589970501474935,-0.195312500000003,-0.195312500000003
2014_06,1.2720156555773,0.978473581213307,1.077375122429
2014_07,-1.35658914728683,-1.06589147286823,-0.872093023255819
2014_08,2.54652301665035,1.46627565982405,1.2720156555773
2014_09,-3.17919075144508,-2.80193236714976,-1.93986420950533
2014_10,1.88866799204772,1.9782393669634,2.07509881422924
2014_11,0.969932104752667,0.871248789932242,0.482625482625483
2014_12,0.191938579654513,0.5763688760807,1.0576923076923
2015_01,2.86532951289398,2.28353948620362,0.855513307984783
2015_02,-0.465116279069767,-0.0942507068802963,-0.188501413760593
2015_03,-2.26415094339623,-1.41643059490085,-0.945179584120983
2015_04,1.72413793103448,1.33587786259543,0.856327307326361
2015_05,0.470809792843691,0.377358490566043,0.189753320683101
2015_06,-2.25563909774437,-1.04166666666666,-0.759013282732459
2015_07,1.43540669856459,1.62523900573614,1.81818181818182
2015_08,-0.376293508936963,-0.657894736842108,-0.657276995305167
2015_09,0,0,0.0946073793755859
2015_10,-0.378071833648385,-0.0945179584120929,-0.283018867924526
2015_11,0.189214758751185,0.378429517502357,0.472589792060492
2015_12,-0.188501413760593,0.564440263405464,1.03480714957668
2016_01,0.654817586529456,-0.0931098696461904,0.0934579439252283
2016_02,-0.372786579683123,0,0.37383177570094
2016_03,-1.1204481792717,-1.39664804469274,-1.21381886087768
2016_04,-0.944287063267233,-0.283553875236292,0.0946073793755859
2016_05,0.947867298578199,0.661625708884691,0.756143667296784
2016_06,-0.0938967136150181,-0.562851782363972,0
2016_07,1.69811320754717,0.469043151969981,0.469483568075117
2016_08,-0.373482726423895,0,0
2016_09,-1.49532710280373,-1.49532710280373,-1.30841121495328
2016_10,2.3719165085389,2.46212121212122,2.65402843601895
2016_11,-1.84842883548983,-1.66204986149584,-0.742115027829311
2016_12,-0.938967136150235,0,0.560747663551396
2017_01,-0.841121495327108,-1.02230483271375,-1.00090991810738
2017_02,1.78403755868545,1.10294117647059,1.10192837465564
2017_03,0.0909090909090857,0.181653042688468,0.726612170753871
2017_04,-0.18132366273799,-0.180342651036973,-0.45004500450045
2017_05,0.4516711833785,0.813743218806515,0.0895255147717048
2017_06,1.43497757847533,1.34168157423971,1.33689839572193
2017_07,-1.23565754633715,-1.23131046613897,-0.530503978779836
2017_08,-0.445235975066785,-0.17777777777778,-0.267141585040069
2017_09,0.53428317008015,0.535714285714281,0.803571428571434
2017_10,-1.24333925399644,-0.974313551815774,-1.32391879964696
2017_11,2.32558139534884,1.87835420393561,1.707779886148
2017_12,-1.9315188762072,-1.11940298507463,NA
2018_01,-0.660377358490569,NA,NA
