date,X0,X1,X2
2005_10,1.90380761523046,0.395256916996038,0.592300098716691
2005_11,-0.984251968503937,-1.07948969578018,-0.387972841901058
2005_12,-1.38888888888888,-0.681596884128532,0.0971817298347855
2006_01,2.74509803921568,1.94174757281553,1.93798449612403
2006_02,-0.571428571428566,-1.14068441064639,-0.951474785918173
2006_03,-2.69230769230768,-1.72910662824207,-0.67502410800386
2006_04,2.83479960899316,1.35922330097087,0.678952473326869
2006_05,-2.20306513409962,-0.385356454720608,0.674373795761081
2006_06,1.93423597678916,1.14832535885167,0.767018216682643
2006_07,-1.51371807000946,-0.761179828734535,-0.476190476190476
2006_08,0,-0.0956937799043007,1.44092219020172
2006_09,-1.72413793103449,-2.93560606060605,-1.62523900573612
2006_10,-0.195121951219514,-0.194363459669584,0.389105058365764
2006_11,-0.292112950340795,-0.678294573643413,-0.290135396518386
2006_12,2.4390243902439,2.6188166828322,3.24324324324324
2007_01,-5.1039697542533,-4.27574171029668,-5.74506283662478
2007_02,0.911577028258888,1.04761904761904,1.04861773117254
2007_03,-0.659754948162101,-0.283018867924526,0.277264325323472
2007_04,2.64900662251655,1.38248847926267,1.56826568265682
2007_05,-1.81818181818182,-2.45231607629427,-3.17892824704814
2007_06,0.651769087523267,1.21951219512196,1.21608980355472
2007_07,0.278035217794251,0.646950092421444,0.73732718894009
2007_08,-1.37741046831956,-1.55535224153706,-1.10091743119266
2007_09,2.32342007434944,1.20593692022263,0.834879406307983
2007_10,-3.29972502291475,-2.29990800367985,-1.84162062615101
2007_11,-1.31826741996234,-1.87617260787993,-0.199004975124381
2007_12,-0.0956022944550615,-0.199401794616154,-0.0999999999999943
2008_01,1.59840159840161,0.900900900900892,1.8981018981019
2008_02,-1.58730158730158,-0.686274509803924,0.983284169124877
2008_03,-0.0987166831194416,-2.23953261927945,-2.53164556962026
2008_04,-1.69322709163347,-0.599400599400594,0.700700700700689
2008_05,1.30653266331658,0.497017892644135,1.29611166500498
2008_06,-1.38476755687437,-1.3779527559055,-1.47347740667976
2008_07,-1.49700598802395,-0.997008973080758,-0.0998003992016053
2008_08,3.12185297079558,1.8981018981019,1.59840159840161
2008_09,-2.25490196078431,-0.983284169124877,0.29498525073746
2008_10,-1.5888778550149,-2.15686274509804,-0.886699507389168
2008_11,0.701402805611225,-0.0994035785288214,0
2008_12,-0.199004975124381,0.51975051975052,0.935550935550927
2009_01,-0.620475698035169,-0.926879505664255,-1.13989637305699
2009_02,-0.207900207900211,0,0
2009_03,-1.0482180293501,-0.419727177334723,0.210084033613448
2009_04,0.526870389884089,0.524109014675052,1.36125654450261
2009_05,0.417101147028145,-1.34297520661157,-1.03734439834025
2009_06,-1.78010471204189,-1.25786163522013,-0.9433962264151
2009_07,0.743099787685778,0.740740740740744,1.4846235418876
2009_08,-1.47058823529412,-1.77638453500523,-1.52905198776758
2009_09,-0.531914893617021,-0.207039337474108,0.621761658031082
2009_10,0.518672199170124,0,0.927835051546398
2009_11,-1.13285272914521,-1.7364657814096,-1.22324159021406
2009_12,0.831600831600829,0.928792569659434,1.03626943005181
2010_01,0,-0.512820512820513,-1.33470225872691
2010_02,-0.412371134020624,1.14464099895943,1.56412930135558
2010_03,-2.36625514403292,-1.64271047227927,-0.411946446961886
2010_04,1.04384133611691,-0.517063081695967,-1.75619834710744
2010_05,0.415800415800407,3.04942166140905,1.64948453608247
2010_06,-0.918367346938781,-0.304259634888435,0
2010_07,-0.305188199389621,-0.406091370558381,0.608519269776885
2010_08,-0.203873598369,-0.403225806451619,-0.403225806451619
2010_09,-2.32793522267206,-1.82186234817813,-0.610376398779241
2010_10,2.26804123711341,0.102354145342881,0.205128205128208
2010_11,-2.35173824130879,-1.94472876151485,-1.32788559754853
2010_12,-0.31315240083507,0.310559006211192,1.0351966873706
2011_01,1.44478844169246,0.409836065573776,0.817995910020447
2011_02,-0.306122448979589,-0.405679513184576,0.101522842639588
2011_03,-2.13849287169044,-2.73833671399593,-1.62932790224033
2011_04,0.625651720542226,0,0.414078674948246
2011_05,-2.79503105590061,-2.47422680412372,-1.74717368961974
2011_06,6.34249471458774,4.49790794979081,3.96659707724426
2011_07,0,0.30120481927712,0.30090270812437
2011_08,-2.90290290290291,-2.7,-0.708502024291501
2011_09,0.411099691675237,0.305810397553528,0.916496945010175
2011_10,0.711382113821127,-0.201816347124106,0
2011_11,-0.910010111223464,-1.00908173562059,-0.303336703741164
2011_12,-1.42711518858307,0.101419878296155,0.508130081300813
2012_01,-1.6210739614995,-1.21334681496461,-1.01010101010101
2012_02,-1.12589559877176,-0.918367346938781,-0.715015321756898
2012_03,0.823892893923802,1.64609053497942,2.05973223480947
2012_04,0.607287449392721,-0.201816347124106,-0.10141987829614
2012_05,-0.303336703741164,-0.304568527918779,0
2012_06,-0.101832993890029,0.508130081300813,0.305810397553528
2012_07,-0.910010111223464,-1.01626016260163,-1.3184584178499
2012_08,0.308008213552358,0.102774922918817,-0.509683995922528
2012_09,1.54004106776181,0.512295081967213,0.102459016393451
2012_10,-2.75229357798164,-1.33060388945752,-0.921187308085983
2012_11,1.24481327800829,0.61983471074381,1
2012_12,-1.74537987679672,-2.07920792079207,-1.88118811881189
2013_01,3.13447927199191,3.02724520686176,3.12815338042382
2013_02,0.391772771792366,-0.587084148727993,-0.782778864970643
2013_03,-0.492125984251969,-0.0986193293885686,-0.0981354268891153
2013_04,-0.39486673247778,-0.0982318271119787,0.294406280667318
2013_05,0.786627335299899,0.684931506849318,0.787401574803161
2013_06,-1.45772594752187,-0.781250000000011,-1.07421875000001
2013_07,-1.3779527559055,-0.197433366238897,0.493096646942801
2013_08,0.494559841740851,-0.196270853778217,0.395256916996039
2013_09,-0.393313667649956,-0.196850393700776,-0.0982318271119787
2013_10,-0.788954635108492,-0.786627335299899,-0.691016781836133
2013_11,1.48662041625372,0.894632206759449,0.99009900990099
2013_12,-2.46305418719212,-2.05882352941176,-1.47058823529412
2014_01,2.5025025025025,1.69154228855722,1.99004975124378
2014_02,1.2720156555773,0.39024390243903,0.686274509803924
2014_03,-0.68027210884354,0.0973709834469273,0.584225900681591
